date,price_open,price_high,price_low,price_close,market_cap_last,volume_sum,target_high_tplus1,ret_open_close,logret_close,range_abs,range_pct,body_abs,upper_shadow,lower_shadow,price_close_sma_3,price_close_ema_3,price_close_std_3,price_close_sma_5,price_close_ema_5,price_close_std_5,price_close_sma_7,price_close_ema_7,price_close_std_7,price_close_sma_14,price_close_ema_14,price_close_std_14,price_close_sma_21,price_close_ema_21,price_close_std_21,range_abs_sma_3,range_abs_ema_3,range_abs_std_3,range_abs_sma_5,range_abs_ema_5,range_abs_std_5,range_abs_sma_7,range_abs_ema_7,range_abs_std_7,range_abs_sma_14,range_abs_ema_14,range_abs_std_14,volume_sum_sma_3,volume_sum_ema_3,volume_sum_std_3,volume_sum_sma_5,volume_sum_ema_5,volume_sum_std_5,volume_sum_sma_7,volume_sum_ema_7,volume_sum_std_7,volume_sum_sma_14,volume_sum_ema_14,volume_sum_std_14,rsi_14,macd,macd_signal,macd_hist,tr,atr_14,vol_mc_ratio,close_to_high_pct,close_to_low_pct,lag_close_1,lag_high_1,lag_vol_1,lag_close_2,lag_high_2,lag_vol_2,lag_close_3,lag_high_3,lag_vol_3,lag_close_7,lag_high_7,lag_vol_7,intraday_volatility,intraday_rel_volatility,intraday_momentum,volume_ratio,volume_asym,marketcap_change,hour_peak_price,hour_trough_price,volume_mean,volume_std,price_skew,price_kurtosis
2025-01-13,94454.77089638809,95230.50136357336,90897.722821227,94358.10541149689,1869004210966.5212,987516249984.679,97094.58071458964,-0.0010234050008679526,0.005150425298769079,4332.778542346365,0.04587146314821085,96.66548489120032,775.7304671852762,3460.382590269888,94265.81309724793,94308.30040347918,355.40075034060015,94001.582712399,94583.67320404453,928.6745750097732,94609.53921731508,94882.59767843495,1373.5515794665016,96022.32139131111,95558.41989841893,2624.899301258614,95827.74577950116,95933.1628921641,2578.350589223663,2165.1718041775944,3021.8398908446907,1885.6183878976365,2621.877952524007,2855.3519382786058,1474.9621542715397,3147.0994702391536,2826.3739725841024,1721.2996743738963,2776.0547639123824,2827.641995958951,1470.883717314445,807462204758.547,897365735354.6613,355517574948.5676,1057385800464.3381,954480682609.9786,425904962141.6556,1145941077499.0747,982816972001.009,388448859182.9965,990410388125.6863,1044986741208.3328,354782938678.21954,46.03997280182869,-611.2972202822712,-282.7851300425142,-328.51209023975696,4332.778542346365,2789.3582875372863,0.5283649144236027,0.009160887946455535,0.03806896897819533,93873.37040550246,95116.66736517011,397938465893.8342,94565.96347474444,94908.52887829034,1036931898397.1273,94761.41483693404,95798.50871308253,1478806810673.517,102079.84721178016,102183.6691367426,793463446825.2626,1330.1490770003722,0.04587146314821085,-0.0010234050008679526,1.7748131365898063,0.5024678248427813,-0.0007007757639107847,1,13,42935489129.768654,18454931728.29993,-0.06320444718739457,-1.3571865384673938
2025-01-14,94504.26849514963,97094.58071458964,94451.91272177771,96732.3889915353,1916181189857.3633,1576189359034.7202,99895.5309597168,0.023576929718259546,0.02485111337719559,2642.6679928119265,0.027963477575063813,2228.1204963856726,362.1917230543331,52.355773371920804,94987.95493617821,95520.34469750724,1530.0423643240276,94858.24862404262,95299.9117998748,1098.5601765829492,94576.07121432942,95345.04550671004,1307.8272087735022,96267.33223868792,95714.94911083445,2509.0017265049373,95731.28070521486,96005.81981028874,2499.934973217055,2744.922849734377,2832.2539418283086,1539.2776876389082,2512.0832669932483,2784.457289789713,1442.0108249986877,2679.2674481047766,2780.4474776410584,1212.7477984077589,2710.0357458235294,2802.978795539348,1453.2925046551022,987214691637.7446,1236777547194.6907,589125504455.4647,1095476556796.7756,1161716908084.8926,468953402511.18896,1196612687701.8042,1131160068759.4368,421661010304.5839,1009485135375.3479,1115813756918.5178,379551849396.92126,51.485797407276955,-460.0290588835778,-318.23391581072696,-141.79514307285086,2736.475303092753,2730.0397916113498,0.8225680156854314,0.003730298028877624,0.02414431009433423,94358.10541149689,95230.50136357336,987516249984.679,93873.37040550246,95116.66736517011,397938465893.8342,94565.96347474444,94908.52887829034,1036931898397.1273,96966.665012435,102290.36168484876,1221488087615.615,834.7131104119624,0.027963477575063813,0.023576929718259546,1.1608819399838695,1.1829066265217243,0.022352970909533275,10,1,65674556626.44666,7230780458.034513,-0.24665790679917285,-1.5124974323469316
2025-01-15,96535.26005426567,99895.5309597168,96535.26005426567,99725.40578888806,1975418489967.2363,1244718699913.6892,100554.74910518984,0.03304643021450508,0.030472177448160664,3360.2709054511215,0.03480874142320849,3190.1457346223906,170.12517082873092,0.0,96938.63339730674,97622.87524319766,2689.5874965260987,95851.04681443344,96775.07646287922,2427.907468225424,95209.38690605976,96440.13557725455,2361.414216757636,96636.46863015552,96249.67666790826,2615.975122495087,95759.06479907312,96343.9639901614,2542.6140675916636,3445.2391468698042,3096.262423639715,848.2529805130268,2499.690862159166,2976.395161676849,1432.4684011188597,2730.3326658404403,2925.403334593574,1235.9458477186038,2826.400013831318,2877.2844101942514,1433.9785757803975,1269474769644.363,1240748123554.19,295116340738.77893,1048658934644.8099,1189384172027.825,431289015606.8162,1158262437324.3,1159549726548.0,399707856577.7097,1039958860479.8959,1133001082651.2073,380129049226.10345,57.33177699615824,-97.51244650167064,-274.0896219489157,176.57717544724505,3360.2709054511215,2846.4040596191385,0.6301038014149264,0.001703030848270224,0.03304643021450508,96732.3889915353,97094.58071458964,1576189359034.7202,94358.10541149689,95230.50136357336,987516249984.679,93873.37040550246,95116.66736517011,397938465893.8342,95292.19594677552,97121.19853102187,1513170452556.2175,1239.0286626996485,0.03480874142320849,0.03304643021450508,1.0821284230313541,0.9979347299420742,0.032558455768916604,20,0,51863279163.0704,2934232998.63039,0.42778328885425765,-1.7028179315194767
2025-01-16,100554.74910518984,100554.74910518984,97532.25346033007,99877.5171161229,1978133831717.9255,1288683787819.3079,105850.0504167554,-0.006734957772690545,0.0015241395713783135,3022.495644859766,0.030058208804220155,677.231989066946,0.0,2345.26365579282,98778.43729884876,98750.19617966027,1773.5613101505053,96913.35754270913,97809.22334729378,2850.3263927334333,96270.59514646058,97299.48096197164,2573.795964896171,96853.44030413669,96733.38872767022,2756.351649962407,95976.35251030965,96665.19609252154,2693.2343246951405,3008.478181040938,3059.3790342497405,359.00675763276826,2923.5070199028037,2991.7619894044883,1121.939164618602,2706.1689836110186,2949.676412160122,1227.0451693261934,2824.5079919804534,2896.6459081496537,1433.6797463556234,1369863948922.5725,1264715955686.749,180030173532.38507,1099009312529.2461,1222484043958.3193,444083174621.92346,1144397895959.5535,1191833241865.827,392113577153.87286,1074856303002.8583,1153758776673.6206,378841025816.37646,57.61133710417614,199.75603028923797,-179.32049150128498,379.076521790523,3022.495644859766,2844.512037768274,0.6514644091093375,0.006734957772690545,0.024046031672453096,99725.40578888806,99895.5309597168,1244718699913.6892,96732.3889915353,97094.58071458964,1576189359034.7202,94358.10541149689,95230.50136357336,987516249984.679,92449.0594333172,95105.94661602686,1385735577372.533,618.3249202184786,0.030058208804220155,-0.006734957772690545,1.0933490720078778,1.026822194516184,-0.006757965759751382,0,15,53695157825.8045,4010642297.732977,-1.252400320563171,3.915771803732597
2025-01-17,99977.5043880182,105850.0504167554,99977.5043880182,104347.54717350486,2071033428678.8523,1440314593270.7856,104838.54828188014,0.04371026074552012,0.043782521049319456,5872.546028737197,0.058738673911538364,4370.0427854866575,1502.5032432505395,0.0,101316.82335950527,101548.87167658257,2625.785518949568,99008.1928963096,99988.66462269747,3761.0311105874307,97640.04262311356,99061.49751485494,3863.900837988047,97287.32594407481,97748.60985378151,3399.9733050621817,96455.42800919354,97363.59164533821,3220.8174530458546,4085.104193016028,4465.962531493469,1557.1558267339794,3846.151822841275,3952.0233358487244,1294.7916952523633,3056.2137120561133,3680.3938163043904,1717.0379494515607,3062.735557728845,3293.4325908946594,1643.9688781368088,1324572360334.5945,1352515274478.7673,102617886367.01186,1307484538004.6362,1295094227062.4749,221652221060.40134,1138899007759.1633,1253953579717.0667,386877252160.97736,1110736190322.4785,1191966218886.576,388544892434.66046,64.89115834896515,786.9658553691115,13.936777872794327,773.0290774963172,5972.533300632509,3089.881551509188,0.6954569507791997,0.014194638900358074,0.04371026074552012,99877.5171161229,100554.74910518984,1288683787819.3079,99725.40578888806,99895.5309597168,1244718699913.6892,96732.3889915353,97094.58071458964,1576189359034.7202,94761.41483693404,95798.50871308253,1478806810673.517,1659.151017861654,0.058738673911538364,0.04371026074552012,1.2263135821714222,0.8367620267206642,0.04562796912579497,20,0,60013108052.94941,7869113487.378803,0.29261437237545684,-0.9876465924652291
2025-01-18,104125.16350264964,104838.54828188014,102721.6188330088,104216.89840135272,2064257405030.742,1464955371376.3823,106085.44055825932,0.000881006047118967,-0.00125283855434688,2116.929448871335,0.020330623046920508,91.73489870308549,621.6498805274168,1403.5446696408326,102813.98756366015,102882.88503896765,2543.8968714080115,100979.95149428077,101398.07588224924,3265.3315160069465,99018.74761262904,100350.3477364794,4283.255290378733,97708.63221312138,98611.048326791,3870.4807979169964,96881.1740037291,97986.61953224862,3622.9599036231198,3670.657040822766,3291.445990182402,1959.9104240126292,3402.982004146269,3340.325373522928,1455.7943836501333,3229.5729395889357,3289.5277244461267,1512.5394749551238,3146.0711461634314,3136.5655052915495,1555.854571886444,1397984584155.492,1408735322927.5747,95455696771.90155,1402972362282.977,1351714608500.444,135412853434.73596,1200045218184.7712,1306704027631.8955,401619118269.10425,1163429687839.6013,1228364772551.8835,382512652662.045,64.54226333629637,1227.6401370079402,256.6774496998235,970.9626873081168,2116.929448871335,3173.2171399437743,0.7096766942950923,0.005929592604201104,0.014556619972809671,104347.54717350486,105850.0504167554,1440314593270.7856,99877.5171161229,100554.74910518984,1288683787819.3079,99725.40578888806,99895.5309597168,1244718699913.6892,94565.96347474444,94908.52887829034,1036931898397.1273,553.0898840715108,0.020330623046920508,0.000881006047118967,1.1944709696124538,1.214815223990816,0.0004570082258338871,16,6,61039807140.682594,8755824348.830873,0.02740933993199617,-0.49582917738923227
2025-01-19,104451.81705559652,106085.44055825932,103221.86907925217,103221.86907925217,2040375565467.1672,1222718974118.612,108228.26762528595,-0.011775266443566879,-0.0095935486479366,2863.5714790071506,0.027415238525558237,1229.9479763443524,1633.6235026627983,0.0,103928.77155136992,103052.37705910992,615.6708570568097,102277.84751182415,102006.00694791689,2302.7861667451716,100354.24742316469,101068.22807217258,3846.7315248864043,98033.4463059744,99225.82442711917,4139.2488805542,97374.16946032748,98462.55130924894,3751.795724747466,3617.682318871894,3077.5087345947763,1988.133884536443,3447.162701385314,3181.407408684336,1430.0765537748307,3458.7514345835516,3183.0386630863827,1265.6396842012198,3273.670813158033,3100.1663017869632,1442.2317349493467,1375996312921.9268,1315727148523.0933,133312598539.61974,1332278285299.7554,1308716063706.5002,112744685994.33084,1317871005074.0251,1285707764253.5747,194827248992.72748,1218045126775.163,1227611999427.4475,324200374664.0069,61.81625514606408,1479.5320056228375,501.2483608844263,978.2836447384111,2863.5714790071506,3300.8168069383755,0.599261721622635,0.026993067700317962,0.0,104216.89840135272,104838.54828188014,1464955371376.3823,104347.54717350486,105850.0504167554,1440314593270.7856,99877.5171161229,100554.74910518984,1288683787819.3079,93873.37040550246,95116.66736517011,397938465893.8342,612.4361144157124,0.027415238525558237,-0.011775266443566879,1.2072994580861647,0.8557518770280783,-0.013144265392495181,20,23,50946623921.60883,5662688735.110073,-0.408643984988703,1.4930743529986548
2025-01-20,101275.33714814208,108228.26762528595,99717.60975037608,103446.73844314496,2052785117030.3088,2740061462755.3735,106969.68100810556,0.021440573353279816,0.002176135556616998,8510.65787490987,0.08403485107594134,2171.4012950028846,4781.529182140992,1557.7273977659934,103628.50197458327,103249.55775112743,521.8230772771054,103022.11404267552,102486.25077965959,1822.9769907093182,101652.623570543,101662.85566491568,2903.8301686833565,98131.08139392904,99788.61296258928,4256.496137249399,97899.08878438841,98915.65923051222,3795.3878322131955,4497.052934262785,5794.083304752323,3495.8742890700955,4477.240095277064,4957.824230759515,2669.5791709414466,4055.591339235481,4514.943466042255,2304.899602136053,3601.345404737317,3821.565178203351,2010.3838063658238,1809245269416.7898,2027894305639.2334,815158700729.5627,1631346837868.0923,1785831196722.7913,628056974910.974,1568234606898.4102,1649296188879.0244,532676237437.0933,1357087842198.7424,1429271927871.171,498611944701.57697,62.20476240793297,1677.9607179749873,736.5908323025385,941.3698856724488,8510.65787490987,3628.49139851766,1.334801894276846,0.0441800399013673,0.0373968921046547,103221.86907925217,106085.44055825932,1222718974118.612,104216.89840135272,104838.54828188014,1464955371376.3823,104347.54717350486,105850.0504167554,1440314593270.7856,94358.10541149689,95230.50136357336,987516249984.679,2811.232371643572,0.08403485107594134,0.021440573353279816,1.344530114269981,0.7692220647699443,0.018831398665027307,9,1,114169227614.8072,22992938105.57325,-0.03210908443875801,-1.505121246501185
2025-01-21,102094.72883937496,106969.68100810556,101063.53964636957,106011.73551990328,2101985967480.1875,2689120765203.8853,106194.21780148888,0.0383663948673679,0.02449292459874286,5906.141361735994,0.057849620924387696,3917.006680528313,957.9454882022837,1031.189193005397,104226.78101410014,104630.64663551535,1549.8995124016026,104248.9577234316,103661.41235974082,1097.3376982705552,102978.24450316699,102750.07562866258,2348.2486582859237,98777.1578587482,100618.36263689781,4726.650371357359,98504.30299351427,99560.75707500232,4031.6956657687256,5760.123571884338,5850.112333244158,2826.373486804648,5053.969238652309,5273.929941085008,2586.9386680434645,4521.801820510348,4862.742939965689,2301.5245153490373,3600.534634307562,4099.508669341037,2009.3799101102127,2217300400692.6235,2358507535421.5596,861709289279.8926,1911434233345.0078,2086927719549.8228,739433097868.6873,1727224807779.7192,1909252332960.2397,680911295929.474,1461918747740.7617,1597251772848.8662,609795140891.9191,66.40381962390333,2018.9179008073843,993.0562460035077,1025.8616548038767,5906.141361735994,3627.680628087905,1.2793238426931752,0.008955299101337846,0.04896123657303013,103446.73844314496,108228.26762528595,2740061462755.3735,103221.86907925217,106085.44055825932,1222718974118.612,104216.89840135272,104838.54828188014,1464955371376.3823,96732.3889915353,97094.58071458964,1576189359034.7202,1941.318008691016,0.057849620924387696,0.0383663948673679,1.1912495619395227,1.2132004632002011,0.040754444220376995,20,1,112046698550.16188,15989492700.652554,0.42483779818394973,-1.1641940358494618
2025-01-22,106193.34179411684,106194.21780148888,103809.42598027962,103889.57174880912,2061317579504.22,1713139048280.6724,105928.72626806024,-0.021694110067410618,-0.020221275521757676,2384.7918212092627,0.02245707481202349,2303.770045307727,0.8760073720332002,80.14576852950267,104449.34857061913,104260.10919216223,1371.0634808861105,104157.36263849246,103737.46548943027,1106.1295355142088,103573.12535458429,103034.94965869922,1864.4930330926854,99391.25613032201,101054.52385181932,4797.0190356173025,98948.68753829843,99954.28568171202,4088.8152641547263,5600.530352618375,4117.452077226711,3074.3466450029314,4356.418397146723,4310.883901126426,2774.4621519751568,4382.447665618653,4243.2551602765825,2410.5259168762036,3556.390165729547,3870.8797562568,2030.2022997014712,2380773758746.644,2035823291851.116,578749357348.2362,1965999124346.985,1962331495793.4395,705252765574.2444,1794142000403.5742,1860224011790.348,647801673271.2473,1476202218863.9373,1612703409573.1072,613419177587.3004,60.42258650130234,2093.7525677163503,1213.1955103460762,880.5570573702742,2384.7918212092627,3583.53615950989,0.8310893310737251,0.02170218021651503,0.0007720471216624177,106011.73551990328,106969.68100810556,2689120765203.8853,103446.73844314496,108228.26762528595,2740061462755.3735,103221.86907925217,106085.44055825932,1222718974118.612,99725.40578888806,99895.5309597168,1244718699913.6892,743.7151476883014,0.02245707481202349,-0.021694110067410618,1.3251302763699804,1.279346476679133,-0.0208297413957832,1,17,71380793678.36134,11531898421.01029,-0.04212777607277708,-1.1513036928171858
2025-01-23,103610.2884720945,105928.72626806024,101524.9578065445,103996.3835857392,2058765535087.8228,1640331923035.043,106462.47510536018,0.003726416742374808,0.001027600408669116,4403.768461515749,0.04250319660775601,386.09511364469654,1932.3426823210466,2085.3306655500055,104632.56361815054,104128.2463889507,1195.5912943240041,104113.25967536974,103823.77152153324,1107.5575141874713,104161.53485024376,103275.30814045921,908.8502589066461,100216.06499835217,101446.77181634198,4494.75642963568,99289.4718195057,100321.74912753268,4200.962395919257,4231.567214820335,4260.610269371229,1766.9792298339394,4813.7861996756055,4341.845421256201,2486.542060581729,4579.772353712366,4283.383485586374,2336.0307156029903,3642.970668661692,3941.93158362466,2039.2766377856235,2014197245506.534,1838077607443.0796,585633449738.0867,2001074434678.7173,1854998304873.974,677935975967.7955,1844377448291.5364,1805250989601.5217,614869414458.3153,1494387672125.545,1616387211368.032,614304142489.594,60.614875775142295,2137.043891258072,1397.9651865284754,739.0787047295967,4403.768461515749,3656.8131388171305,0.796755091863858,0.01824191369422412,0.024343036752637676,103889.57174880912,106194.21780148888,1713139048280.6724,106011.73551990328,106969.68100810556,2689120765203.8853,103446.73844314496,108228.26762528595,2740061462755.3735,99877.5171161229,100554.74910518984,1288683787819.3079,1307.111550401372,0.04250319660775601,0.003726416742374808,1.6041468334957825,0.6728011952069575,0.002627768873490971,18,11,68347163459.79346,17831564822.868595,0.7348227381267922,-0.5535418796153833
2025-01-24,104067.60991206949,106462.47510536018,103007.0809017292,104828.41023433676,2079324020423.8052,2051818526328.9795,105196.8110903439,0.007310635104525783,0.00796869984825399,3455.3942036309745,0.03320335891782816,760.8003222672705,1634.0648710234236,1060.5290103402804,104238.12185629502,104478.32831164374,513.9868374419594,104434.56790638666,104158.65109246776,1013.3364223544081,104230.22957321974,103663.5836639286,942.7921472448237,100935.13609816665,101897.65693874129,4358.179705079589,99601.62715378978,100731.44559178759,4362.123142028026,3414.6514954519953,3858.002236501102,1010.104769183933,4932.15074460037,4046.3616820477923,2382.404573477082,4234.464950125762,4076.386165097524,2291.3074526052046,3645.339331090938,3877.0599329588354,2039.0197664445398,1801763165881.5652,1944948066886.0295,219592763628.49707,2166894345120.7905,1920605045358.976,523842838169.097,1931735153014.1353,1866892873783.3862,590865440271.9906,1535317080386.6497,1674444720029.4917,632019832744.0919,62.157260634228344,2212.980314533488,1560.968212129478,652.0121024040102,3455.3942036309745,3659.1818012463764,0.986771905761364,0.015348740196076389,0.017681593504675033,103996.3835857392,105928.72626806024,1640331923035.043,103889.57174880912,106194.21780148888,1713139048280.6724,106011.73551990328,106969.68100810556,2689120765203.8853,104347.54717350486,105850.0504167554,1440314593270.7856,944.2801546156721,0.03320335891782816,0.007310635104525783,1.2232867185287324,1.5007451665812652,0.008225166864918537,18,3,89209501144.73824,17846089246.135944,-0.8679663080852724,0.1719590257431669
2025-01-25,104865.34040196025,105196.8110903439,104297.64110327902,105043.52337871982,2082833038898.615,928288016400.3442,105205.034734833,0.0016991598565987826,0.0020499474704429588,899.1699870648736,0.008574520271600295,178.1829767595773,153.28771162407065,567.6992986812256,104622.7723995986,104760.92584518177,553.028594030893,104753.92489350164,104453.60852121846,864.9390314091814,104348.31885570075,104008.5685926264,991.3623404943256,101683.53323416489,102317.1057974051,4070.433777287257,99921.86109398116,101123.45266332688,4507.64308676675,2919.4442174038654,2378.5861117829877,1812.7284428682278,3409.8531670313705,2997.297783720153,1908.905258421139,4060.499312724839,3282.0821205893617,2514.2569029687893,3645.0361261568873,3480.007940172974,2039.4591261871947,1540146155254.789,1436618041643.187,568425978236.7599,1804539655849.7847,1589832702372.7656,641631858044.3136,1855068388017.5586,1632241659437.6257,688308319056.4901,1527556803101.1648,1574957159545.6055,639235798856.2474,62.565436853432026,2264.415537283712,1701.657677160325,562.7578601233872,899.1699870648736,3658.878596312326,0.44568527532634844,0.0014571516953344327,0.007151477900657459,104828.41023433676,106462.47510536018,2051818526328.9795,103996.3835857392,105928.72626806024,1640331923035.043,103889.57174880912,106194.21780148888,1713139048280.6724,104216.89840135272,104838.54828188014,1464955371376.3823,277.5166674854829,0.008574520271600295,0.0016991598565987826,1.3833532535477662,1.4872819465439608,0.0023633485805161125,4,6,38678667350.01434,9908571246.044733,0.1128146359493614,-1.0915470747392386
2025-01-26,104757.72169371562,105205.034734833,104252.44945477528,104252.44945477528,2067678293544.4363,451065557480.80994,102624.6533408358,-0.004823245778651239,-0.00755941626946921,952.5852800577122,0.00909322257735639,505.2722389403352,447.313041117377,0.0,104708.12768927729,104506.68764997853,409.0237233569503,104402.06768047603,104386.55549907073,510.6002996930944,104495.54462363264,104069.53880816362,864.6164464540677,102424.89602339866,102575.15161838778,3433.9440085854662,100187.47907852715,101407.90691709492,4593.981542267073,1769.04982358452,1665.58569592035,1460.6612627392635,2419.1419506957145,2315.7269491660063,1539.061750627265,3787.5012843034906,2699.707910456449,2757.8289944394296,3623.1263594435213,3143.0182521576057,2068.501037721102,1143724033403.3782,943841799561.9985,821834548364.6083,1356928614305.17,1210243654075.4473,650844823747.5465,1744832185640.7297,1336947633948.4219,849402150259.2113,1531351595357.3774,1425104945936.966,632132258123.1571,60.00232241973481,2215.8028712914966,1804.4867159865594,411.3161553049372,952.5852800577122,3636.9688295989595,0.2181507437056799,0.009054559817015247,0.0,105043.52337871982,105196.8110903439,928288016400.3442,104828.41023433676,106462.47510536018,2051818526328.9795,103996.3835857392,105928.72626806024,1640331923035.043,103221.86907925217,106085.44055825932,1222718974118.612,215.95054220585092,0.00909322257735639,-0.004823245778651239,1.2031097541168037,1.1245191464992779,-0.0032912707004799932,19,23,18794398228.36708,2013630049.1100826,-0.8842078825613109,1.0842129969589407
2025-01-27,102624.6533408358,102624.6533408358,98380.59207932772,101728.82790773972,2017597184688.3171,1380161294595.3176,102992.57835984608,-0.008729144546982023,-0.02450463323161145,4244.061261508075,0.04135518243762295,895.8254330960772,0.0,3348.235828411998,103674.9335804116,103117.75777885912,1731.1686674581463,103969.91891226216,103500.6463019604,1322.180649288077,104250.12883286046,103484.36108305765,1330.3191475558867,102951.37620170171,102462.30845696805,2554.4303844139827,100170.76387357284,101437.08155260808,4587.385747437011,2031.938842876887,2954.823478714213,1915.940368236806,2790.995838755477,2958.5050532800296,1740.1593517713945,3177.9874823889486,3085.7962482193557,1867.86035727831,3616.789410812215,3289.8239867376683,2066.2944684543268,919838289492.1576,1162001547078.6582,464605499961.7515,1290333063568.0989,1266882867582.0708,621666105249.9323,1550560733046.4358,1347751049110.1458,731119899068.9867,1559397669972.423,1419112459091.413,614615262071.6328,52.59935594769926,1951.1501705791743,1833.8194069050824,117.33076367409194,5871.857375447566,3746.903031963331,0.68406186580228,0.008729144546982023,0.03403349947022273,104252.44945477528,105205.034734833,451065557480.80994,105043.52337871982,105196.8110903439,928288016400.3442,104828.41023433676,106462.47510536018,2051818526328.9795,103446.73844314496,108228.26762528595,2740061462755.3735,1194.8874261494755,0.04135518243762295,-0.008729144546982023,1.6791946536761442,0.4979943467440422,-0.0065884407173596084,0,11,57506720608.138245,23191909663.645428,0.055710571475617116,-1.226848957443404
2025-01-28,102101.4901392742,102992.57835984608,100272.25743332352,101191.8542200963,2003288626068.7031,1530241571292.2712,104302.57891352312,-0.008909134606528191,-0.005292461422904182,2720.3209265225596,0.026643302882375514,909.6359191779047,891.0882205718808,919.5967867727741,102391.04386087043,102154.80599947771,1634.2301778112844,103409.01303913358,102731.04894133905,1812.2163736550258,103561.57436145945,102911.23436731732,1502.749084886452,103269.90943231322,102292.91455871849,1918.0542519020019,100371.96335965196,101414.78815874338,4532.154178767613,2638.989156029449,2837.572202618386,1647.244571029088,2454.306331756839,2879.110344360873,1495.8090259211665,2722.870277358458,2994.4274177951565,1428.8764397543298,3622.3360489344027,3213.890245375654,2063.580892309058,1120489474456.133,1346121559185.4648,584574467307.0323,1268314993219.5444,1354669102152.1377,607969550842.6775,1385006562487.634,1393373679655.6772,535327700053.90186,1556115685133.677,1433929674051.5276,614641376498.6427,51.15317129805076,1678.7303511141654,1802.801595746899,-124.07124463273362,2720.3209265225596,3745.7491479226032,0.763864752876499,0.017484018445078926,0.009170999140856721,101728.82790773972,102624.6533408358,1380161294595.3176,104252.44945477528,105205.034734833,451065557480.80994,105043.52337871982,105196.8110903439,928288016400.3442,106011.73551990328,106969.68100810556,2689120765203.8853,670.8860007963996,0.026643302882375514,-0.008909134606528191,1.4699636392896807,1.51191314136455,-0.008649946054258265,6,22,63760065470.511314,16355860041.016682,-1.682753648203654,2.7056741267195448
2025-01-29,101340.77163007476,104302.57891352312,101340.77163007476,103505.30962657208,2052239710988.8335,985198113625.9966,105892.90682330292,0.021359004492274444,0.022604650411976124,2961.807283448361,0.029226216021522672,2164.5379964973254,797.2692869510356,0.0,102141.99725146937,102830.0578130249,1210.8057892928582,103144.39291758064,102989.13583641674,1641.7200074252842,103506.67977256844,103059.75318213101,1495.7728434836818,103539.90256357637,102454.56723443231,1624.2744314427862,100763.06401107083,101604.83556490962,4424.98642795416,3308.729823826332,2899.689743033374,818.9704444497145,2355.5889477203164,2906.675990723369,1427.973498292962,2805.3010576783295,2986.272384208458,1422.7530411182888,3593.8743616484912,3180.2791837853483,2070.210662857972,1298533659837.862,1165659836405.7307,281541108460.6973,1054990910678.9479,1231512105976.7573,423452907406.5594,1281015000394.109,1291329788148.257,531653181330.3155,1537578500398.8416,1374098799328.1235,628512302808.1423,56.67941964258485,1630.714338646896,1768.3841443268986,-137.66980568000258,3110.7246934268187,3727.924418492296,0.48005996002840096,0.0076438118333780475,0.021359004492274444,101191.8542200963,102992.57835984608,1530241571292.2712,101728.82790773972,102624.6533408358,1380161294595.3176,104252.44945477528,105205.034734833,451065557480.80994,103889.57174880912,106194.21780148888,1713139048280.6724,725.6070823645707,0.029226216021522672,0.021359004492274444,1.1240220722198127,0.998852839879047,0.02186413248966876,21,0,41049921401.08319,3005306780.673426,0.9882929969420909,0.606664495735449
2025-01-30,103715.7684209174,105892.90682330292,103715.7684209174,105121.06862147224,2082146283598.912,1191582715116.021,105480.4539451748,0.013549532746569443,0.015489808284595341,2177.1384023855207,0.02099139249057943,1405.3002005548333,771.8382018306875,0.0,103272.74415604687,103975.56321724856,1974.9041689544902,103159.90196613112,103699.78009810191,1664.356182440809,103667.34906338746,103575.08204196632,1612.9557536587167,103914.44195681562,102810.1007527043,1283.642021449261,101366.4930200306,101924.49311550622,4085.541407641127,2619.755537452147,2538.4140727094473,401.884761264039,2611.182630784446,2663.496794610753,1197.9650455428919,2487.211049231154,2783.9888887527236,1243.4212749590238,3533.49170147176,3046.527079598705,2100.2684933325577,1235674133344.7634,1178621275760.876,275183815943.58374,1107649850422.0833,1218202309023.1787,420115560623.12103,1216907970691.3914,1266393019890.198,507617332128.68243,1530642709491.4636,1349763321433.1765,631996307492.9739,60.07662215668242,1703.4037719064945,1755.388069842818,-51.9842979363234,2387.5971967308433,3682.5745293402297,0.5722857824650124,0.007288856496484765,0.013549532746569443,103505.30962657208,104302.57891352312,985198113625.9966,101191.8542200963,102992.57835984608,1530241571292.2712,101728.82790773972,102624.6533408358,1380161294595.3176,103996.3835857392,105928.72626806024,1640331923035.043,536.7896477176693,0.02099139249057943,0.013549532746569443,1.1340136921432733,0.9939196649392924,0.013048576639061893,15,0,49649279796.50088,5447109169.352869,-1.150506832612054,1.358592283031514
